protocol,src_ip,dst_ip,src_port,dst_port,label
tcp,10.207.57.247,114.115.113.130,22405,9001,normal
tcp,10.45.148.6,172.30.21.144,15456,16791,normal
udp,192.168.181.197,172.30.223.77,60199,53,normal
tcp,10.17.38.128,172.19.98.254,34273,9001,normal
tcp,192.168.96.94,116.160.112.50,50317,161,malicious
udp,112.39.41.250,172.23.129.69,44985,17197,normal
udp,89.249.191.40,172.28.101.246,31104,24011,normal
tcp,192.168.189.14,10.110.57.233,16511,591,normal
udp,40.230.169.188,10.160.75.30,62928,9001,normal
tcp,10.166.91.143,224.182.52.120,26540,0,malicious
tcp,172.22.253.208,172.28.203.241,35494,143,normal
icmp,60.210.98.12,10.77.211.137,0,0,malicious
udp,244.180.146.73,4.128.47.7,24491,3380,normal
tcp,192.168.254.112,192.168.1.99,22467,22386,normal
tcp,172.20.159.19,192.168.157.179,62160,587,normal
udp,16.88.234.169,10.58.229.62,42646,48114,normal
icmp,192.168.255.143,180.170.124.118,0,0,normal
icmp,252.122.161.118,10.23.199.247,0,0,normal
tcp,192.168.36.19,81.38.116.215,10615,5001,normal
tcp,192.168.98.33,192.168.88.238,29366,5000,normal
tcp,185.220.101.4,172.19.77.170,10910,33442,malicious
icmp,172.21.52.26,10.45.230.51,0,0,normal
udp,180.46.64.144,10.28.163.91,45425,10330,normal
tcp,10.105.242.182,116.80.236.108,10662,49573,normal
udp,172.16.223.82,10.33.203.49,63615,9000,normal
tcp,213.87.174.131,172.24.150.137,22359,20386,normal
tcp,218.155.83.220,10.54.66.120,13479,9000,normal
tcp,192.168.8.192,10.109.169.14,58128,8275,normal
udp,192.168.245.189,20.34.81.116,3664,25,normal
tcp,70.162.14.10,192.168.191.112,14328,587,normal
tcp,192.168.131.122,192.168.248.177,38077,5000,normal
udp,112.13.235.3,172.25.242.222,43700,143,normal
icmp,192.168.118.4,192.168.2.57,0,0,normal
udp,192.168.14.165,192.168.175.72,64400,25,normal
icmp,172.31.168.10,172.30.222.136,0,0,malicious
udp,10.139.188.239,152.21.43.138,35373,8888,normal
udp,192.168.192.36,172.21.106.177,53001,57417,normal
icmp,10.149.205.57,172.28.220.174,0,0,normal
udp,172.17.222.63,172.20.158.64,45274,67,normal
tcp,217.51.29.126,192.168.80.162,16783,443,normal
tcp,172.29.223.252,158.173.59.230,11145,80,normal
udp,10.171.84.243,10.10.17.71,58644,19034,normal
icmp,10.92.219.115,170.147.16.231,0,0,normal
udp,172.26.115.87,49.236.156.86,24443,5001,normal
icmp,24.110.75.247,172.27.91.40,0,0,malicious
udp,192.168.34.195,192.168.187.18,56950,53265,normal
tcp,10.100.135.66,172.18.29.71,21888,67,normal
udp,84.142.164.11,192.168.200.159,29987,9802,normal
icmp,192.168.28.240,90.187.249.216,0,0,normal
tcp,180.159.231.103,212.230.162.72,2033,445,malicious
udp,10.247.175.59,172.23.131.126,41024,80,normal
tcp,247.173.169.0,10.254.54.126,6534,25,normal
udp,172.16.161.145,10.44.50.105,55144,36944,normal
udp,10.146.250.139,178.166.185.8,19547,9001,normal
tcp,172.27.242.91,192.168.169.142,63983,50667,normal
udp,172.26.84.94,192.168.65.88,3279,161,malicious
tcp,192.168.223.101,245.97.209.89,36442,161,malicious
udp,50.19.99.207,172.20.160.122,11019,25,normal
udp,202.121.223.51,172.19.14.34,52764,19707,normal
tcp,159.128.183.189,192.168.31.223,55239,37888,normal
icmp,192.168.223.48,192.168.198.209,0,0,normal
udp,192.168.207.226,249.35.199.191,20100,12254,normal
tcp,10.209.55.100,229.7.235.121,49835,443,normal
icmp,12.130.182.216,10.11.90.181,0,0,normal
tcp,172.31.76.59,10.203.250.204,60785,587,normal
udp,192.168.237.53,10.34.166.219,210,58506,normal
udp,192.168.141.117,172.19.84.180,5126,8000,normal
udp,192.168.40.245,172.30.220.180,22250,443,normal
icmp,192.168.11.154,16.93.235.244,0,0,normal
tcp,111.223.207.12,10.249.72.110,33679,25,normal
icmp,192.168.85.150,192.168.216.196,0,0,normal
udp,198.144.121.93,18.36.160.93,2208,43520,malicious
icmp,172.19.175.119,205.108.158.195,0,0,normal
udp,192.168.111.116,10.219.41.233,29342,25,normal
icmp,10.138.85.96,192.168.225.10,0,0,normal
icmp,172.22.241.106,55.227.124.205,0,0,normal
tcp,102.174.135.128,192.168.179.214,50515,1433,malicious
tcp,10.163.128.54,10.201.183.76,44657,443,normal
tcp,10.84.114.187,192.168.178.49,27141,45361,normal
icmp,10.133.206.110,74.199.225.252,0,0,normal
udp,192.168.34.250,10.80.65.26,56988,47932,normal
udp,160.232.31.15,172.16.203.117,46908,36105,normal
tcp,185.107.56.215,172.31.245.183,2968,26280,malicious
tcp,205.144.89.169,150.42.143.236,26528,123,malicious
icmp,172.30.51.17,192.168.136.56,0,0,normal
tcp,207.90.220.21,197.243.22.5,40021,23,malicious
tcp,192.168.92.38,232.232.17.148,42222,53,normal
udp,172.30.193.172,10.190.118.52,23223,67,normal
tcp,10.236.122.222,10.56.224.92,33213,8443,malicious
icmp,10.75.200.57,87.91.230.151,0,0,normal
tcp,172.23.83.210,10.207.181.118,39941,17996,normal
icmp,130.142.175.26,10.197.148.188,0,0,normal
tcp,48.102.177.116,192.168.7.17,21336,137,malicious
icmp,10.125.116.92,192.168.11.136,0,0,normal
icmp,10.81.204.162,10.50.120.198,0,0,normal
udp,172.20.141.230,172.22.101.165,36908,19,malicious
icmp,192.168.232.9,192.168.224.66,0,0,normal
tcp,10.134.95.128,159.148.190.252,60078,22279,normal
tcp,192.168.121.5,215.154.215.4,14163,5000,normal
udp,192.168.181.156,237.105.149.240,1073,9001,normal
tcp,172.30.159.71,172.27.112.143,32426,53,normal
tcp,182.206.9.58,192.168.36.61,11578,993,normal
udp,192.168.219.232,10.204.224.247,7147,5000,normal
udp,10.194.158.54,192.168.184.74,1834,161,malicious
udp,135.76.233.97,192.168.207.252,61595,9001,normal
udp,198.144.121.93,140.112.95.246,5566,43309,malicious
udp,10.49.222.166,172.16.204.144,57363,9001,normal
udp,192.168.212.134,10.194.90.225,56514,143,normal
udp,192.168.70.181,54.186.86.113,61784,21,malicious
tcp,172.29.237.168,172.29.245.88,54424,21,malicious
icmp,110.22.218.50,169.202.250.246,0,0,normal
icmp,10.246.209.117,172.24.187.92,0,0,normal
udp,172.30.220.40,172.28.14.218,2506,44347,normal
udp,192.168.103.45,192.168.58.62,62377,24580,normal
tcp,10.223.234.108,192.168.62.117,51017,3389,malicious
udp,149.69.49.99,192.168.227.210,42235,443,normal
tcp,192.168.111.97,10.63.130.107,10016,8888,normal
udp,223.61.113.44,192.168.47.186,6311,69,malicious
icmp,215.186.10.246,192.168.52.223,0,0,normal
icmp,192.168.98.60,10.235.205.12,0,0,normal
icmp,192.168.2.31,172.17.82.162,0,0,normal
tcp,192.168.248.128,172.21.241.140,55794,143,normal
udp,192.168.135.139,192.168.103.139,58747,1900,malicious
tcp,172.22.51.93,18.59.119.110,36608,9001,normal
icmp,60.135.199.207,10.20.200.181,0,0,normal
icmp,192.168.61.188,172.29.85.36,0,0,normal
tcp,172.30.152.211,10.56.47.59,3191,593,malicious
udp,10.113.168.38,192.168.139.58,26755,443,normal
tcp,172.22.19.206,236.1.214.112,17527,9000,normal
tcp,192.168.254.125,10.91.237.99,40342,6577,normal
icmp,172.20.68.110,172.25.10.73,0,0,normal
tcp,192.168.224.59,192.168.25.70,23452,46710,normal
udp,217.66.206.140,192.168.60.16,27701,80,normal
udp,192.168.35.104,172.30.38.153,38170,3903,normal
tcp,141.71.36.149,172.30.58.10,27187,23,malicious
udp,23.232.221.60,10.120.48.94,55771,143,normal
udp,192.168.14.150,192.168.4.221,59564,135,malicious
icmp,192.168.238.29,192.168.165.92,0,0,normal
icmp,192.168.0.226,10.86.55.116,0,0,normal
tcp,222.186.30.11,172.24.97.183,35455,43099,malicious
tcp,86.160.56.121,192.168.189.209,13600,5001,normal
udp,217.189.55.212,172.22.34.212,46849,8888,normal
icmp,192.168.92.189,9.189.216.184,0,0,normal
tcp,10.32.74.8,164.73.25.202,3636,53,normal
tcp,192.168.54.149,172.20.30.184,11409,67,normal
tcp,217.36.191.2,192.168.177.109,21279,68,normal
tcp,10.168.120.124,212.224.106.168,17831,25800,normal
icmp,192.168.32.179,172.31.138.81,0,0,normal
tcp,246.53.7.80,172.24.165.150,17173,5001,normal
icmp,172.30.244.217,10.186.29.156,0,0,normal
udp,14.16.116.86,10.86.198.232,63023,0,malicious
tcp,185.107.56.215,10.126.69.75,8758,23036,malicious
icmp,10.150.191.87,10.13.115.254,0,0,normal
udp,10.4.143.61,172.30.91.95,8516,21,malicious
tcp,163.32.185.84,10.35.24.86,18257,8000,normal
tcp,91.240.118.129,153.59.169.106,1481,60649,malicious
icmp,89.248.167.131,172.25.181.137,0,0,malicious
udp,246.240.237.252,192.168.7.162,8206,8000,normal
tcp,136.89.163.122,172.21.172.32,54956,49154,normal
udp,192.168.90.105,192.168.113.81,55589,5001,normal
udp,172.27.207.144,10.37.84.137,60732,5001,normal
udp,89.40.55.127,93.9.250.12,22843,30724,normal
udp,192.168.174.125,235.35.204.147,52582,443,normal
udp,146.90.88.29,172.19.4.191,45944,68,normal
icmp,10.155.143.209,172.19.209.233,0,0,normal
udp,103.27.202.112,204.230.238.184,819,15011,malicious
udp,198.144.121.93,172.17.183.174,44040,17935,malicious
icmp,172.23.242.141,10.104.105.228,0,0,normal
icmp,20.45.3.204,214.214.176.86,0,0,normal
icmp,192.168.234.146,10.124.46.173,0,0,normal
udp,97.173.176.244,192.168.80.238,64599,69,malicious
udp,172.27.255.24,172.21.64.66,33430,67,normal
tcp,26.26.124.200,244.78.67.123,2179,9000,normal
icmp,10.68.161.175,192.168.38.155,0,0,normal
udp,53.82.36.222,10.128.228.114,45171,27104,normal
udp,192.168.21.238,246.81.254.127,15124,63150,normal
udp,172.23.213.71,153.172.110.243,44920,48429,normal
udp,10.232.242.244,126.25.234.54,45877,44360,normal
icmp,192.168.236.123,192.168.235.21,0,0,normal
tcp,160.102.176.43,10.56.91.246,55740,445,malicious
tcp,60.1.128.233,172.17.46.62,64736,443,normal
icmp,106.221.136.234,10.86.194.114,0,0,normal
udp,134.75.222.115,120.109.202.251,12837,8888,normal
udp,192.168.132.155,87.89.192.92,16774,9001,normal
tcp,105.254.245.187,192.168.161.237,17430,53,normal
icmp,172.16.74.65,192.168.84.81,0,0,normal
tcp,192.168.200.71,172.19.13.103,36036,53,normal
icmp,40.24.243.187,192.168.185.105,0,0,normal
udp,172.17.156.170,172.27.118.220,17275,5001,normal
tcp,192.168.53.143,10.23.23.16,58829,40019,normal
tcp,172.31.146.80,162.60.99.57,19232,9000,normal
icmp,71.196.226.166,10.235.147.68,0,0,normal
tcp,109.126.207.75,124.19.170.63,21991,8000,normal
tcp,214.167.91.78,10.202.112.156,9860,993,normal
tcp,130.161.53.163,192.168.55.4,39255,587,normal
icmp,53.215.184.157,10.229.114.86,0,0,normal
tcp,192.168.215.71,10.3.44.62,48717,137,malicious
udp,10.214.223.40,172.21.11.8,40740,993,normal
tcp,192.168.7.19,192.168.45.51,59656,135,malicious
udp,10.43.76.126,183.121.128.38,21112,25,normal
tcp,167.141.247.26,10.46.128.244,35377,123,malicious
icmp,192.168.227.169,10.163.202.161,0,0,normal
tcp,10.44.68.8,192.168.143.77,9055,22,malicious
udp,192.168.155.234,192.168.22.169,32662,9001,normal
tcp,192.168.6.102,172.17.4.151,40811,46644,normal
icmp,10.16.161.55,172.29.187.17,0,0,normal
udp,10.28.90.109,10.123.68.65,45885,17778,normal
tcp,192.168.239.209,190.140.27.135,20472,27308,normal
tcp,172.29.162.156,169.145.32.61,35050,0,malicious
icmp,172.30.249.193,192.168.14.98,0,0,normal
icmp,172.24.89.65,10.216.56.5,0,0,normal
udp,172.24.165.110,192.168.101.13,667,25,normal
udp,134.48.83.55,192.168.126.163,64979,67,normal
udp,10.164.117.240,10.156.223.30,28957,24517,normal
icmp,79.3.19.83,106.184.254.74,0,0,malicious
udp,172.22.76.188,192.168.31.27,32969,68,normal
tcp,192.168.123.253,19.158.237.138,12281,65263,normal
tcp,144.132.184.125,161.81.42.182,2638,143,normal
udp,192.168.41.66,192.168.226.7,9648,8888,normal
icmp,218.90.17.92,2.161.59.202,0,0,normal
udp,192.168.237.183,73.173.106.88,40375,23172,normal
udp,192.168.20.152,192.168.45.228,49787,25608,normal
udp,192.168.135.144,192.168.147.93,46522,68,normal
tcp,10.249.183.112,10.88.78.112,3864,53,normal
udp,172.31.74.127,10.146.37.83,17957,80,normal
tcp,172.22.90.197,172.29.221.50,502,593,malicious
icmp,192.168.163.66,172.20.137.238,0,0,normal
udp,10.92.69.52,10.94.222.74,1988,993,normal
udp,71.90.116.175,172.25.17.250,64276,3618,normal
udp,172.30.53.194,192.168.148.225,61272,28769,normal
udp,99.12.9.115,10.43.105.94,29915,80,normal
tcp,45.83.64.1,207.248.34.118,3959,52174,malicious
tcp,192.168.126.23,192.168.8.138,55021,587,normal
udp,192.168.106.123,10.239.156.65,21875,8000,normal
udp,172.17.82.16,10.214.61.43,56920,25,normal
icmp,24.133.37.159,10.192.62.45,0,0,normal
tcp,172.26.36.227,192.168.250.199,13752,8000,normal
tcp,172.23.57.86,192.168.9.100,50788,5113,normal
tcp,10.240.218.29,192.168.27.70,56171,67,normal
tcp,103.48.160.82,10.113.77.67,52258,5001,normal
udp,192.168.96.202,141.54.75.109,32934,587,normal
tcp,192.168.161.246,172.18.231.97,2084,14244,normal
icmp,10.9.40.73,10.69.83.13,0,0,normal
udp,199.138.30.245,192.168.133.80,20628,5001,normal
udp,10.184.27.213,172.25.97.129,33488,25,normal
icmp,10.107.191.65,10.35.51.142,0,0,malicious
icmp,147.123.180.128,122.255.41.43,0,0,normal
tcp,172.25.244.13,243.121.143.82,65179,23,malicious
tcp,172.31.175.244,172.29.165.185,32054,8000,normal
icmp,201.60.142.117,172.26.59.164,0,0,normal
udp,60.198.50.118,106.206.190.190,47031,5842,normal
tcp,205.198.235.142,205.208.57.204,61113,20751,normal
udp,10.14.1.9,113.6.168.152,58636,587,normal
udp,10.66.69.132,192.168.190.114,54477,143,normal
tcp,172.21.131.184,192.168.90.237,39968,1900,malicious
icmp,172.20.151.25,10.185.145.111,0,0,normal
udp,235.207.53.73,172.18.131.61,62822,5000,normal
icmp,3.118.185.164,172.26.220.154,0,0,normal
tcp,185.107.56.215,10.21.70.120,11606,27266,malicious
udp,68.1.110.189,81.74.175.151,19068,143,normal
udp,248.38.83.88,250.247.127.123,52796,22,malicious
tcp,10.96.122.165,192.168.121.251,21686,5000,normal
tcp,188.89.5.178,10.66.100.234,36829,9000,normal
udp,10.189.242.105,172.16.17.211,39308,9493,normal
tcp,10.86.134.85,172.24.70.222,35998,123,malicious
udp,10.252.114.205,89.163.185.62,62138,27285,normal
udp,192.168.128.195,172.18.223.115,8367,8888,normal
icmp,10.164.139.225,192.168.21.65,0,0,normal
icmp,10.0.9.37,139.104.29.63,0,0,normal
icmp,192.168.202.39,58.66.241.157,0,0,normal
udp,172.26.214.197,192.168.89.74,58209,57315,normal
tcp,192.168.247.93,192.168.248.9,55298,5001,normal
icmp,172.28.93.138,95.179.129.123,0,0,normal
icmp,49.187.100.28,236.32.157.191,0,0,normal
tcp,172.18.9.75,192.168.139.190,49557,53,normal
udp,172.29.150.225,192.168.31.89,60543,443,normal
udp,192.168.47.138,172.24.55.23,54289,161,malicious
tcp,187.236.58.192,192.168.146.38,12220,135,malicious
icmp,10.164.179.102,192.168.54.175,0,0,normal
icmp,124.19.225.172,172.22.124.81,0,0,normal
tcp,192.168.59.137,192.168.211.30,54352,1900,malicious
udp,153.251.3.129,10.186.82.64,17494,8443,malicious
udp,192.168.208.132,172.20.219.163,28311,143,normal
icmp,10.209.124.168,10.19.153.252,0,0,normal
tcp,192.168.122.61,192.168.83.145,64816,123,malicious
tcp,203.105.23.203,166.41.248.58,55282,68,normal
udp,172.27.33.178,172.20.247.43,32647,9000,normal
icmp,172.22.51.120,114.188.137.29,0,0,normal
tcp,192.168.44.16,192.168.150.250,38326,52441,normal
icmp,64.133.177.85,10.242.174.108,0,0,normal
tcp,10.14.244.242,172.20.142.169,39889,67,normal
tcp,222.186.30.11,192.168.59.56,24321,14576,malicious
udp,10.228.77.187,10.101.88.202,49038,36411,normal
tcp,172.17.66.53,10.44.214.166,9178,5000,normal
icmp,76.34.58.145,172.29.189.239,0,0,normal
udp,192.168.62.104,10.104.103.123,11589,34574,normal
tcp,172.21.175.32,10.30.169.172,19086,143,normal
udp,172.21.146.95,4.201.246.209,31424,19914,normal
tcp,10.22.223.173,172.18.7.160,30242,5000,normal
tcp,252.107.73.129,192.168.192.147,37466,993,normal
icmp,75.180.90.97,201.166.125.30,0,0,normal
icmp,146.230.105.97,192.168.59.166,0,0,normal
tcp,162.80.26.149,230.253.94.59,9924,67,normal
icmp,192.168.100.115,10.228.41.39,0,0,normal
udp,192.168.167.207,10.233.139.80,31027,68,normal
udp,192.168.165.47,54.65.7.73,13622,25,normal
icmp,145.56.227.22,10.136.177.59,0,0,normal
tcp,128.69.196.187,172.31.122.3,24726,14462,normal
udp,31.126.239.83,90.164.130.204,16945,0,malicious
icmp,236.75.234.23,120.139.155.135,0,0,normal
icmp,172.25.168.94,107.42.247.160,0,0,normal
icmp,192.168.34.185,192.168.8.220,0,0,normal
icmp,192.168.16.0,172.29.207.40,0,0,normal
udp,44.191.48.235,97.245.61.130,23091,8888,normal
udp,10.73.3.88,10.172.43.46,12139,8888,normal
tcp,10.1.36.125,172.19.200.76,45008,8000,normal
tcp,192.168.240.66,192.168.9.163,54915,25,normal
tcp,250.102.46.17,10.193.60.29,4844,443,normal
udp,223.166.218.64,192.168.238.248,63342,445,malicious
udp,192.168.234.14,10.19.134.76,32121,11139,normal
icmp,192.168.104.52,172.27.15.41,0,0,normal
tcp,172.30.247.244,156.155.252.101,14120,22,malicious
udp,172.30.235.40,172.23.188.164,65450,67,normal
tcp,77.205.45.183,192.168.213.54,4956,69,malicious
udp,192.168.217.11,172.26.205.103,51830,23094,normal
tcp,192.168.202.227,10.174.44.238,38688,36838,normal
icmp,23.88.65.124,172.29.70.222,0,0,normal
udp,100.191.199.239,192.168.60.218,47640,587,normal
udp,192.168.32.223,192.168.246.129,2221,67,normal
icmp,10.1.122.141,32.125.175.141,0,0,normal
udp,192.168.78.1,181.143.148.223,50099,25,normal
tcp,172.28.157.168,10.210.255.130,19361,39398,normal
tcp,89.46.156.137,187.0.157.62,10301,8888,normal
tcp,172.18.99.161,234.167.171.40,56542,52962,normal
icmp,133.141.103.151,172.29.222.10,0,0,normal
tcp,191.5.44.50,172.24.237.207,11651,443,normal
udp,172.24.173.178,192.168.34.54,59752,40651,normal
udp,10.51.205.4,10.97.109.192,1800,68,normal
tcp,172.29.145.177,172.18.154.52,41215,5001,normal
icmp,194.83.120.196,81.82.103.103,0,0,normal
udp,156.64.31.12,172.20.202.207,63742,593,malicious
udp,172.18.136.205,202.112.185.165,2611,25,normal
tcp,79.250.32.49,251.247.201.220,11140,23,malicious
udp,154.109.57.196,10.128.232.208,36526,80,normal
icmp,172.69.1.206,124.13.201.35,0,0,malicious
udp,192.168.127.44,172.30.3.203,60600,54465,normal
udp,111.155.197.217,192.168.68.216,1589,587,normal
tcp,192.168.149.144,10.170.141.48,18683,1953,normal
udp,172.24.61.172,162.134.231.245,40451,53,normal
udp,10.46.61.15,10.59.148.48,21674,587,normal
udp,172.21.4.202,192.168.164.106,48429,80,normal
icmp,167.50.4.104,10.173.170.236,0,0,normal
udp,10.25.32.19,192.168.5.189,30299,47229,normal
tcp,116.157.145.140,10.241.48.160,54311,443,normal
udp,10.218.83.231,10.92.9.146,15614,56503,normal
udp,222.186.30.11,216.171.32.173,39119,40751,malicious
icmp,10.7.67.100,196.14.94.163,0,0,normal
icmp,10.183.112.69,172.31.9.3,0,0,normal
tcp,172.16.254.232,79.5.122.187,45446,8080,malicious
icmp,147.82.88.108,142.27.71.235,0,0,normal
tcp,172.19.27.197,65.142.219.195,27356,9001,normal
tcp,10.207.206.156,178.201.117.97,5390,25,normal
tcp,192.168.142.66,192.168.91.85,17276,1433,malicious
tcp,218.222.216.14,10.70.193.218,53503,0,malicious
tcp,172.28.25.212,249.154.226.20,25648,587,normal
tcp,192.168.18.152,172.23.233.4,53222,587,normal
icmp,172.17.174.254,241.95.169.169,0,0,normal
icmp,172.20.179.47,172.22.14.214,0,0,normal
tcp,10.101.207.131,27.88.227.34,10725,587,normal
tcp,42.236.122.242,10.93.3.190,18260,443,normal
icmp,172.17.112.71,172.29.127.82,0,0,normal
tcp,192.168.99.145,192.168.217.4,58266,445,malicious
icmp,10.105.160.9,172.31.232.33,0,0,malicious
tcp,172.19.243.232,172.25.66.215,17398,67,normal
udp,37.159.245.155,172.18.237.229,23220,9000,normal
tcp,192.168.58.151,192.168.169.9,31621,80,normal
tcp,51.192.65.68,10.65.120.116,19072,143,normal
udp,172.26.41.38,10.153.25.130,56766,37336,normal
tcp,192.168.120.106,140.3.134.126,58072,5000,normal
icmp,192.168.199.36,113.7.194.60,0,0,normal
udp,172.23.78.215,38.93.104.36,16817,8080,malicious
icmp,124.248.199.137,172.30.8.61,0,0,normal
icmp,13.176.217.20,168.10.129.119,0,0,normal
icmp,192.168.136.128,10.21.250.31,0,0,normal
tcp,141.135.113.152,172.27.126.182,27762,67,normal
udp,254.173.115.242,76.90.227.67,13817,53,normal
tcp,192.168.7.61,172.23.160.113,7285,68,normal
icmp,10.65.192.52,172.30.148.239,0,0,normal
icmp,192.168.162.184,172.30.150.191,0,0,normal
tcp,143.147.99.57,172.24.139.130,14864,993,normal
tcp,172.22.48.34,192.168.235.97,658,1900,malicious
tcp,10.17.68.240,28.217.77.187,34359,1900,malicious
tcp,10.180.36.232,172.21.124.44,45427,53,normal
tcp,192.168.207.24,172.26.33.124,9267,5000,normal
icmp,129.88.224.183,195.61.0.181,0,0,normal
udp,192.168.4.117,192.168.75.101,62156,443,normal
icmp,10.46.49.68,157.209.250.64,0,0,normal
tcp,192.168.130.18,10.233.172.201,55759,8000,normal
tcp,185.220.101.4,172.25.124.23,21418,55367,malicious
udp,192.168.92.67,172.24.62.171,14685,993,normal
icmp,172.24.107.71,192.168.46.136,0,0,normal
udp,172.23.180.62,192.168.142.99,20587,68,normal
tcp,235.201.227.102,192.168.112.208,44585,8888,normal
tcp,10.154.95.141,59.89.132.245,19860,993,normal
udp,186.51.16.35,192.168.92.75,29015,53,normal
tcp,10.62.88.213,172.20.248.250,22816,80,normal
tcp,172.29.18.175,192.168.188.65,29375,50238,normal
tcp,10.111.87.249,10.147.200.150,3280,137,malicious
tcp,172.28.196.137,172.31.158.81,45929,8985,normal
tcp,89.248.167.131,10.163.64.177,16139,30690,malicious
tcp,10.80.158.249,204.197.52.148,12491,80,normal
icmp,144.180.229.124,10.217.63.87,0,0,normal
icmp,172.16.96.205,172.22.220.8,0,0,normal
icmp,172.17.68.82,16.182.162.215,0,0,normal
icmp,32.65.193.116,10.89.3.145,0,0,normal
icmp,172.30.202.129,192.168.115.35,0,0,normal
tcp,10.194.15.113,192.168.166.27,23183,0,malicious
